Date,Open,High,Close,Low,Volume,SMA_50,SMA_200,Close_Target
2024-07-01,545.6300048828125,545.8800048828125,545.3400268554688,542.52001953125,40297800,526.7564001464843,485.8625003051758,549.010009765625
2024-07-02,543.7000122070312,549.010009765625,549.010009765625,543.6500244140625,40434800,527.8334002685547,486.3557504272461,551.4600219726562
2024-07-03,548.6900024414062,551.8300170898438,551.4600219726562,548.6500244140625,32789900,528.8682006835937,486.8962005615234,554.6400146484375
2024-07-05,551.77001953125,555.0499877929688,554.6400146484375,551.1199951171875,41488400,529.8480010986328,487.45125061035156,555.280029296875
2024-07-08,555.4400024414062,556.25,555.280029296875,554.1900024414062,36110500,530.8454016113282,488.01410079956054,555.8200073242188
